Date,Temperature,Humidity,WeatherCondition
2016-01-22,20.3,53.3,Sunny
2016-01-23,23.0,57.1,Cloudy
2016-01-24,23.6,56.3,Cloudy
2016-01-25,15.3,62.4,Sunny
2016-01-26,20.9,48.8,Sunny
2016-01-27,24.4,47.5,Cloudy
2016-01-28,20.6,63.5,Sunny
2016-01-29,15.3,75.0,Rainy
2016-01-30,22.2,47.2,Cloudy
2016-01-31,21.2,72.3,Cloudy
2016-02-01,24.5,83.5,Rainy
2016-02-02,24.5,72.2,Cloudy
2016-02-03,23.1,64.3,Sunny
2016-02-04,19.1,78.8,Rainy
2016-02-05,21.8,59.6,Sunny
2016-02-06,21.6,49.7,Sunny
2016-02-07,20.2,75.0,Rainy
2016-02-08,22.4,64.5,Sunny
2016-02-09,25.0,31.0,Cloudy
2016-02-10,17.4,79.0,Rainy
2016-02-11,25.3,49.6,Cloudy
2016-02-12,22.8,53.5,Cloudy
2016-02-13,21.4,62.2,Sunny
2016-02-14,21.9,80.0,Sunny
2016-02-15,20.6,85.5,Rainy
2016-02-16,22.6,64.5,Sunny
2016-02-17,23.9,48.6,Cloudy
2016-02-18,19.7,63.0,Sunny
2016-02-19,21.8,63.3,Sunny
2016-02-20,23.0,74.4,Sunny
2016-02-21,21.3,69.6,Cloudy
2016-02-22,25.1,65.7,Sunny
2016-02-23,21.1,73.8,Sunny
2016-02-24,20.4,75.0,Rainy
2016-02-25,18.7,45.6,Cloudy
2016-02-26,19.3,75.5,Cloudy
2016-02-27,20.1,46.8,Cloudy
2016-02-28,22.5,53.0,Sunny
2016-02-29,19.9,82.5,Cloudy
2016-03-01,28.2,61.3,Sunny
2016-03-02,23.8,33.5,Sunny
2016-03-03,35.0,57.3,Sunny
2016-03-04,29.8,58.5,Sunny
2016-03-05,27.2,53.9,Sunny
2016-03-06,25.7,47.2,Sunny
2016-03-07,25.4,40.2,Cloudy
2016-03-08,28.5,63.9,Cloudy
2016-03-09,32.5,57.7,Cloudy
2016-03-10,25.1,47.8,Cloudy
2016-03-11,25.1,55.5,Sunny
2016-03-12,26.2,53.2,Sunny
2016-03-13,32.2,49.2,Sunny
2016-03-14,28.4,45.7,Sunny
2016-03-15,31.6,53.8,Sunny
2016-03-16,25.9,43.4,Sunny
2016-03-17,31.4,47.0,Sunny
2016-03-18,24.3,43.1,Sunny
2016-03-19,30.4,44.4,Cloudy
2016-03-20,26.0,52.8,Sunny
2016-03-21,34.7,37.6,Cloudy
2016-03-22,29.9,54.1,Cloudy
2016-03-23,31.7,66.2,Sunny
2016-03-24,26.3,36.3,Sunny
2016-03-25,26.9,75.0,Rainy
2016-03-26,25.6,66.4,Cloudy
2016-03-27,30.9,61.0,Sunny
2016-03-28,29.7,66.3,Cloudy
2016-03-29,24.7,42.9,Cloudy
2016-03-30,26.1,75.0,Rainy
2016-03-31,26.1,57.0,Sunny
2016-04-01,29.0,58.3,Sunny
2016-04-02,24.5,37.7,Sunny
2016-04-03,33.0,54.2,Sunny
2016-04-04,28.3,43.2,Sunny
2016-04-05,29.6,40.8,Cloudy
2016-04-06,25.3,50.8,Sunny
2016-04-07,25.8,62.4,Sunny
2016-04-08,26.4,35.9,Cloudy
2016-04-09,31.6,51.4,Sunny
2016-04-10,25.8,52.3,Sunny
2016-04-11,28.4,48.5,Sunny
2016-04-12,24.8,41.1,Cloudy
2016-04-13,22.5,55.1,Cloudy
2016-04-14,34.5,38.7,Sunny
2016-04-15,28.0,58.4,Sunny
2016-04-16,26.8,54.6,Sunny
2016-04-17,28.2,49.0,Cloudy
2016-04-18,29.7,56.0,Cloudy
2016-04-19,27.5,42.4,Cloudy
2016-04-20,24.9,63.1,Sunny
2016-04-21,29.3,75.0,Rainy
2016-04-22,35.4,47.0,Sunny
2016-04-23,28.0,36.9,Cloudy
2016-04-24,24.9,75.0,Rainy
2016-04-25,28.2,55.3,Sunny
2016-04-26,22.6,43.5,Sunny
2016-04-27,25.2,48.6,Sunny
2016-04-28,29.6,37.2,Sunny
2016-04-29,25.4,79.9,Rainy
2016-04-30,24.3,75.0,Rainy
2016-05-01,26.2,47.0,Sunny
2016-05-02,28.0,42.7,Sunny
2016-05-03,29.3,61.9,Cloudy
2016-05-04,29.5,72.9,Cloudy
2016-05-05,23.9,47.8,Cloudy
2016-05-06,31.6,46.8,Sunny
2016-05-07,24.3,75.0,Rainy
2016-05-08,28.6,75.0,Rainy
2016-05-09,21.6,75.0,Rainy
2016-05-10,25.0,49.7,Sunny
2016-05-11,29.6,75.0,Rainy
2016-05-12,24.4,49.6,Cloudy
2016-05-13,27.5,67.1,Cloudy
2016-05-14,25.4,27.2,Sunny
2016-05-15,26.0,60.4,Sunny
2016-05-16,23.2,45.9,Sunny
2016-05-17,34.5,43.9,Sunny
2016-05-18,28.8,58.0,Sunny
2016-05-19,28.1,42.5,Cloudy
2016-05-20,28.3,67.2,Sunny
2016-05-21,24.9,75.0,Rainy
2016-05-22,25.6,63.0,Cloudy
2016-05-23,31.6,43.4,Sunny
2016-05-24,24.6,75.0,Rainy
2016-05-25,31.6,57.2,Cloudy
2016-05-26,29.8,63.1,Cloudy
2016-05-27,27.0,47.5,Sunny
2016-05-28,29.9,62.2,Sunny
2016-05-29,26.1,59.3,Sunny
2016-05-30,32.4,68.0,Sunny
2016-05-31,27.6,75.7,Rainy
2016-06-01,23.7,92.9,Rainy
2016-06-02,18.9,75.3,Rainy
2016-06-03,23.7,96.5,Rainy
2016-06-04,23.3,77.2,Cloudy
2016-06-05,20.0,89.1,Cloudy
2016-06-06,23.5,82.8,Cloudy
2016-06-07,27.6,78.6,Cloudy
2016-06-08,24.0,100.0,Rainy
2016-06-09,25.0,80.3,Sunny
2016-06-10,25.2,73.5,Cloudy
2016-06-11,24.1,65.1,Cloudy
2016-06-12,22.9,100.0,Rainy
2016-06-13,16.3,95.8,Rainy
2016-06-14,26.3,83.8,Cloudy
2016-06-15,20.1,99.8,Rainy
2016-06-16,23.4,71.5,Cloudy
2016-06-17,24.8,66.0,Cloudy
2016-06-18,18.4,99.4,Rainy
2016-06-19,22.8,100.0,Rainy
2016-06-20,21.6,86.5,Sunny
2016-06-21,17.7,83.9,Rainy
2016-06-22,26.2,76.3,Sunny
2016-06-23,21.5,59.1,Cloudy
2016-06-24,22.7,100.0,Rainy
2016-06-25,27.0,87.5,Rainy
2016-06-26,19.4,92.6,Cloudy
2016-06-27,22.5,86.6,Rainy
2016-06-28,20.3,96.8,Rainy
2016-06-29,29.6,98.9,Cloudy
2016-06-30,25.1,100.0,Rainy
2016-07-01,22.0,100.0,Rainy
2016-07-02,23.5,75.5,Cloudy
2016-07-03,24.8,100.0,Rainy
2016-07-04,18.6,93.1,Rainy
2016-07-05,19.5,93.6,Rainy
2016-07-06,28.5,86.3,Sunny
2016-07-07,22.6,100.0,Rainy
2016-07-08,25.7,100.0,Rainy
2016-07-09,25.4,92.0,Rainy
2016-07-10,27.7,100.0,Rainy
2016-07-11,17.8,83.3,Rainy
2016-07-12,22.4,77.3,Rainy
2016-07-13,27.1,78.1,Cloudy
2016-07-14,23.5,89.7,Rainy
2016-07-15,18.7,94.5,Rainy
2016-07-16,21.9,100.0,Rainy
2016-07-17,24.7,100.0,Rainy
2016-07-18,21.0,83.0,Cloudy
2016-07-19,23.1,96.2,Rainy
2016-07-20,21.7,93.0,Rainy
2016-07-21,23.1,92.8,Rainy
2016-07-22,24.7,87.0,Rainy
2016-07-23,20.4,94.9,Rainy
2016-07-24,14.7,100.0,Rainy
2016-07-25,22.7,95.9,Rainy
2016-07-26,19.3,74.7,Cloudy
2016-07-27,18.7,100.0,Rainy
2016-07-28,25.4,79.6,Cloudy
2016-07-29,19.6,91.8,Rainy
2016-07-30,21.8,71.9,Cloudy
2016-07-31,25.1,100.0,Rainy
2016-08-01,23.3,100.0,Rainy
2016-08-02,23.1,100.0,Rainy
2016-08-03,18.8,75.0,Rainy
2016-08-04,20.7,100.0,Rainy
2016-08-05,23.9,100.0,Rainy
2016-08-06,26.2,95.6,Rainy
2016-08-07,20.1,87.0,Rainy
2016-08-08,25.5,87.3,Rainy
2016-08-09,25.0,77.5,Cloudy
2016-08-10,20.9,100.0,Rainy
2016-08-11,24.6,94.2,Rainy
2016-08-12,21.1,79.9,Cloudy
2016-08-13,22.7,91.5,Cloudy
2016-08-14,18.5,82.0,Cloudy
2016-08-15,29.6,90.8,Cloudy
2016-08-16,24.3,93.1,Rainy
2016-08-17,25.5,71.5,Cloudy
2016-08-18,26.5,75.7,Sunny
2016-08-19,21.0,91.0,Rainy
2016-08-20,22.9,100.0,Rainy
2016-08-21,28.2,84.3,Rainy
2016-08-22,22.6,97.4,Rainy
2016-08-23,23.8,84.5,Sunny
2016-08-24,25.4,100.0,Rainy
2016-08-25,21.4,100.0,Rainy
2016-08-26,22.1,92.3,Rainy
2016-08-27,23.7,98.3,Rainy
2016-08-28,21.6,86.0,Cloudy
2016-08-29,24.5,93.2,Cloudy
2016-08-30,23.1,60.4,Cloudy
2016-08-31,15.6,88.9,Rainy
2016-09-01,20.5,100.0,Rainy
2016-09-02,24.5,100.0,Rainy
2016-09-03,20.3,90.9,Rainy
2016-09-04,28.8,76.8,Cloudy
2016-09-05,19.4,92.4,Cloudy
2016-09-06,25.2,79.8,Cloudy
2016-09-07,23.1,87.1,Rainy
2016-09-08,20.6,97.0,Rainy
2016-09-09,22.8,85.2,Cloudy
2016-09-10,26.6,66.5,Cloudy
2016-09-11,16.2,96.3,Rainy
2016-09-12,25.5,81.8,Cloudy
2016-09-13,26.2,86.7,Cloudy
2016-09-14,25.2,77.6,Cloudy
2016-09-15,19.1,96.5,Rainy
2016-09-16,25.3,93.8,Rainy
2016-09-17,22.8,94.4,Rainy
2016-09-18,22.4,79.1,Cloudy
2016-09-19,23.3,84.2,Cloudy
2016-09-20,25.5,77.4,Cloudy
2016-09-21,24.7,89.7,Rainy
2016-09-22,23.1,100.0,Rainy
2016-09-23,16.3,92.0,Rainy
2016-09-24,20.8,69.3,Cloudy
2016-09-25,23.3,100.0,Rainy
2016-09-26,23.7,78.3,Cloudy
2016-09-27,24.2,75.3,Sunny
2016-09-28,22.2,100.0,Rainy
2016-09-29,23.0,100.0,Rainy
2016-09-30,26.9,85.0,Cloudy
2016-10-01,24.0,86.9,Cloudy
2016-10-02,20.0,41.7,Sunny
2016-10-03,24.7,62.3,Cloudy
2016-10-04,26.8,73.1,Sunny
2016-10-05,19.0,67.8,Sunny
2016-10-06,21.3,51.6,Cloudy
2016-10-07,23.3,61.4,Sunny
2016-10-08,22.1,77.0,Sunny
2016-10-09,21.7,58.2,Cloudy
2016-10-10,18.2,75.0,Rainy
2016-10-11,19.3,75.0,Rainy
2016-10-12,17.5,67.6,Cloudy
2016-10-13,19.4,75.1,Rainy
2016-10-14,21.1,52.5,Sunny
2016-10-15,23.4,87.3,Cloudy
2016-10-16,19.5,81.7,Rainy
2016-10-17,19.3,62.7,Cloudy
2016-10-18,25.2,60.2,Cloudy
2016-10-19,20.8,53.5,Cloudy
2016-10-20,16.6,44.2,Sunny
2016-10-21,24.3,75.3,Cloudy
2016-10-22,20.6,61.5,Cloudy
2016-10-23,22.4,53.9,Sunny
2016-10-24,21.2,51.1,Cloudy
2016-10-25,19.3,56.9,Cloudy
2016-10-26,19.6,75.8,Rainy
2016-10-27,23.5,58.3,Sunny
2016-10-28,18.7,74.1,Sunny
2016-10-29,22.6,67.6,Sunny
2016-10-30,20.2,63.6,Sunny
2016-10-31,20.2,75.0,Rainy
2016-11-01,21.9,57.9,Cloudy
2016-11-02,28.0,75.0,Rainy
2016-11-03,22.5,49.7,Cloudy
2016-11-04,24.6,72.9,Sunny
2016-11-05,20.1,77.8,Sunny
2016-11-06,19.2,49.1,Sunny
2016-11-07,26.2,57.5,Sunny
2016-11-08,16.5,53.1,Sunny
2016-11-09,25.9,43.4,Sunny
2016-11-10,17.0,89.8,Rainy
2016-11-11,18.7,57.9,Sunny
2016-11-12,17.1,75.0,Rainy
2016-11-13,25.9,74.0,Cloudy
2016-11-14,21.5,52.9,Cloudy
2016-11-15,24.9,76.2,Cloudy
2016-11-16,25.7,75.0,Rainy
2016-11-17,20.6,59.9,Sunny
